X_selected1,X_selected2,X_selected3,X_selected4,X_selected5,X_selected6,X_selected7,X_selected8,X_selected9,X_selected10,X_selected11,X_selected12,X_selected13,X_selected14,X_selected15,X_selected16,X_selected17,X_selected18,X_selected19,X_selected20,Valence,Arousal,Dominance
4.01702564938709,2.47406145998514,2.92127859761248,3.30563333750191,3.84621284298673,2.65455245979579,2.57240302887579,5.61962460337857,2.30649744986308,4.47702681199402,2.84066737199185,5.18896055970224,4.03124090593136,3.0596788857454,3.38153699775832,2.97348754169838,3.06793450210443,3.44996578198006,3.72093281196854,2.43666525093391,4,3,2
3.54972019367547,2.54976744596979,2.91551784871324,3.1012842503462,3.93293645054517,2.59893521821445,3.13594518563152,4.98946201652342,2.83999373849861,4.23430114602957,3.06632371937556,4.34963427325952,4.0982779985221,2.65634449427099,2.86346391745905,3.39825889998945,3.35377738696544,3.29827484405893,3.22729421312309,2.62434089975286,3,3,1
3.54605356884958,3.13607557441581,3.16465703993,3.73577873183472,4.0861119096425,2.72128253474211,2.51508323447703,4.91851404768901,3.7251730059484,4.1658320652752,3.37547316507709,4.50488477132061,4.30442971721042,3.74821555391715,2.5630152264059,3.68039955091067,3.76351156044524,3.92090822645589,3.98384792085399,3.78642226474045,5,4,4
3.28817688532422,1.67678730643791,1.73432621129325,2.95869751142494,3.17181211848791,1.38655579365887,1.1895175411166,4.41957510806386,1.43146281402902,3.84351960227914,1.60481271705027,3.84445956218879,3.36746075314108,2.27736546545493,3.22489309608623,1.80085734059027,2.22521974739256,3.17350042036208,2.42733486804292,1.15361670496951,4,3,2
4.34953839991209,2.37779300536541,2.45301232974864,2.95479710460181,3.37964536693731,4.04092695815069,4.23909837353796,5.06090076915249,1.87881316323444,3.92566715365407,2.49391487103732,4.72994445033891,3.55527597940792,2.37341797805748,5.19049987313204,2.96051224164537,3.15420965779436,3.14140278520804,2.72793708377432,2.27961526646026,4,4,4
7.36414344395835,7.22763889320723,7.33897383950158,6.54286547893551,7.4647138985472,6.67503196031179,7.33659853739533,7.72265547050613,7.02109867362513,7.12598383611228,7.56676283834652,7.61533492878485,7.61732137092524,6.59599498984969,6.59931423667293,7.42032882993165,7.64785776372426,6.65200158127037,7.32499094631636,7.8294259254311,1,2,5
4.71566022818004,4.11355853160014,4.23029662314107,3.84668600433413,4.45827767149168,4.00824436186642,4.30858863503493,5.56823459945376,4.71364361606294,4.93259471933072,4.2471414407288,5.26409402112823,4.67970274418597,3.70305106632436,4.48871595629707,4.49943465396189,4.10718422728998,3.9951297739364,4.22199441045989,4.50823840428048,5,4,4
4.30514410149592,3.2999998976797,3.33049486560934,4.00621525816542,4.59187425063289,3.86639314799629,4.25922335970248,5.49648336297998,4.35119450927154,5.18386248747502,4.6164435038882,5.33003413188055,4.77665665123474,3.89180980698103,4.7322078449013,4.39561263376382,4.62327129190044,4.14271286265842,4.53862030215453,4.86838935455453,1,2,4
7.14016660391774,6.52943696603925,4.28986983051476,6.36840288024384,5.02755846509775,6.55508537847053,5.03877782947992,7.05637547691655,6.48416503576726,6.8340534441698,7.28250887280494,7.06207345034187,5.16975871926086,6.492820782829,7.18580882701264,6.3248456429437,6.82880278462055,6.3966461683192,5.07305751595188,6.13092260450466,1,2,3
2.64254112547099,1.22804775013568,1.27018949395304,3.07962795669182,3.24105274658349,1.55284696123077,2.18053386353685,3.79888382876554,1.31054690595085,2.89407345425045,1.83543859371184,2.67560826343518,2.86270019272278,1.54350448202903,2.73980738975139,1.49439003225553,2.20014710866615,3.10213091935457,1.76649885078668,1.52573537967691,5,3,4
0.721730266602062,-0.0118525747660751,0.385700666304221,1.18305667448744,1.75070006314178,0.0431411354005241,0.55924494850361,2.21211712299296,0.965652214685262,2.57930342011417,1.48495461713822,2.42020527149173,3.1236902062043,0.866298578062717,0.831663676351342,1.58522755126524,1.97769368938859,2.33183258293534,1.59930925673518,1.41814004469424,4,2,3
0.844263227849515,0.179333822997917,0.451550874989945,1.4300575284657,1.86510300934592,0.393099003710262,0.760587262600122,2.24085402940589,1.0305033133237,2.08021817110318,1.45251549751082,1.87739514439713,2.53637465317001,0.815596141131899,1.1284327958333,0.903672872538388,1.52068053836505,1.88006240582987,1.32641255826627,1.37561674698256,4,3,4
0.892331485740316,0.272806380014478,0.526108000065214,1.24737901400332,1.69926334641107,0.644148235598517,1.00693575830822,2.13453064596953,1.02884475843106,2.27050766143254,1.82082187010249,2.17379125372077,2.81085691487409,0.903921734725581,1.24319717525305,0.909666356624493,1.6729294504348,1.93414501928198,1.45449623116411,1.43440524794508,4,3,2
1.37939661669611,0.572485107794978,1.2602868357892,1.10337527731564,1.59905987010329,0.38600279905458,0.689418265277164,2.12392916111872,1.05177543729214,2.41165576689161,1.42574032124301,2.33750825822,2.90939626850672,0.941788192215408,0.915242163787492,0.971758950215925,1.78692580027316,1.81496762221154,1.57721920412709,1.47402897327825,3,1,2
0.912616879469034,0.186454985364788,0.598149029626025,1.10995564155966,1.61862429213206,0.339037106876382,0.657713898757508,2.0490725647489,1.04366003948712,2.27446582639323,1.46626180523852,2.23416340381435,2.74644873941413,0.739560957076524,0.931258836384,0.802493018850234,1.61062828280082,1.81558706655977,1.45383684008426,1.55756031569733,2,5,5
1.20780498190265,0.518166196005007,0.940772551622264,1.27205109605487,1.81695537820543,1.33914465602137,2.06461343105618,2.15114031599839,1.21578169966262,1.8504964352054,1.44089094313729,1.78502210196461,2.52730516096664,0.821064474123429,1.69668266929065,0.972350364690634,1.5872425291775,2.07260477281297,1.33285773228643,1.66381692213966,3,2,2
1.07435111749659,0.438351039939973,0.77791432863778,1.41990687053083,1.74799959944949,0.701958869226314,0.914659160114769,2.46669545764052,1.33260092084172,2.61482693259361,1.27356393126701,2.62784207236357,2.90814356662527,0.867113543482543,1.2077319852495,0.970491611817331,1.83169327376061,1.48759488201813,1.66815853261955,1.76390571969789,1,2,5
0.960841383384259,0.516062960739093,0.809873318369647,1.11547929960794,1.67749076834531,0.519748755397081,0.883548597053789,2.033830858593,1.20675293766067,2.34731784454393,1.43960130712752,2.17116244958261,2.67764876734607,0.92884267958886,1.06001709974745,1.0472841532699,1.8057131480216,1.78247185727982,1.54199104250211,1.67580338313646,3,5,5
3.80565451626405,2.97802995621886,3.41789859260279,7.58413460123694,8.18244462213314,2.81591434395817,3.34409862747885,8.5970002383516,2.87385228847381,3.89274592635649,5.28922762777014,3.8468521313931,3.66403166122354,2.99550209216365,3.68822815398864,3.00926464102368,3.48340287158158,3.31409541340808,3.46814516979747,3.36202135923943,3,2,2
2.63528885044053,1.86792411228855,2.19330332793937,6.14794169128035,6.67677599348946,1.85104573779539,2.21583226826301,7.08661935239058,2.06763041610437,3.23136640690216,4.93759826533188,3.41100534418442,2.73658315949838,2.7344148871493,2.56169818911246,2.36664812539302,2.6775961553371,2.77642907186702,3.09113905916711,2.26498316897656,2,4,3
3.12694987150164,2.329994784183,2.71661938757065,6.86014161512178,7.40894152855909,2.23664365268231,2.64656017553741,7.91046506850089,2.28635892145773,3.45062768221309,3.35955570853352,3.65240513651864,2.80578838100091,2.94673986249607,3.09748823935012,2.67296184892459,3.08510311069038,2.46122516018162,3.29560697245033,2.72847699905426,5,5,4
3.12874678970729,2.39987236128863,2.84658013454268,6.653988631043,7.45447751244255,2.21254524952696,2.69399752754965,7.62098743593738,2.31793820791494,3.32600385273829,3.07158905961133,3.55238548679612,2.9206343762142,2.75471955593456,2.97223817110169,2.58767800317889,3.08748230131162,2.78193286370524,3.28628595956546,2.80425919908167,1,5,4
