X_selected1,X_selected2,X_selected3,X_selected4,X_selected5,X_selected6,X_selected7,X_selected8,X_selected9,X_selected10,X_selected11,X_selected12,X_selected13,X_selected14,X_selected15,X_selected16,X_selected17,X_selected18,X_selected19,X_selected20,Valence,Arousal,Dominance
2.92127859761248,2.47406145998514,4.03124090593136,3.84621284298673,4.01702564938709,3.30563333750191,2.57240302887579,2.65455245979579,3.44996578198006,5.2437334882135,5.61962460337857,3.83224506010668,3.53702217740141,2.84066737199185,4.89492226862102,3.38153699775832,5.81849958966064,2.52662152265677,3.15571091389215,3.67075812750263,4,3,2
2.91551784871324,2.54976744596979,4.0982779985221,3.93293645054517,3.54972019367547,3.1012842503462,3.13594518563152,2.59893521821445,3.29827484405893,5.1272880778187,4.98946201652342,4.08450663316321,3.64663143186325,3.06632371937556,4.33271383643742,2.86346391745905,5.184837004267,3.05793132521199,3.24786042309609,3.67803764328126,3,3,1
3.16465703993,3.13607557441581,4.30442971721042,4.0861119096425,3.54605356884958,3.73577873183472,2.51508323447703,2.72128253474211,3.92090822645589,4.89766546936117,4.91851404768901,4.14584351454362,3.93522939630401,3.37547316507709,4.35046178948924,2.5630152264059,5.11672331325689,3.62864270261009,3.22455811711753,3.87031104944603,5,4,4
1.73432621129325,1.67678730643791,3.36746075314108,3.17181211848791,3.28817688532422,2.95869751142494,1.1895175411166,1.38655579365887,3.17350042036208,4.69158181322458,4.41957510806386,3.07755613271213,3.20469799361058,1.60481271705027,4.71652333412298,3.22489309608623,4.60565615355297,1.74831722462675,2.37159962896319,2.69201326546595,4,3,2
2.45301232974864,2.37779300536541,3.55527597940792,3.37964536693731,4.34953839991209,2.95479710460181,4.23909837353796,4.04092695815069,3.14140278520804,5.62757438304014,5.06090076915249,3.199390779733,3.08710094095566,2.49391487103732,5.55174185192418,5.19049987313204,5.27024623402899,2.29326649481883,3.43734584758526,3.31958952591921,4,4,4
7.33897383950158,7.22763889320723,7.61732137092524,7.4647138985472,7.36414344395835,6.54286547893551,7.33659853739533,6.67503196031179,6.65200158127037,7.31675864724803,7.72265547050613,7.60936152778972,6.81728520324527,7.56676283834652,7.41353566146393,6.59931423667293,7.86457779614323,7.0208567587437,6.85193038223186,7.2593629789007,1,2,5
4.23029662314107,4.11355853160014,4.67970274418597,4.45827767149168,4.71566022818004,3.84668600433413,4.30858863503493,4.00824436186642,3.9951297739364,5.29381029214027,5.56823459945376,4.57320470090146,4.60794668934954,4.2471414407288,5.48055320439217,4.48871595629707,5.73644900696053,4.72895366690248,4.15403837014105,4.7604043905596,5,4,4
3.33049486560934,3.2999998976797,4.77665665123474,4.59187425063289,4.30514410149592,4.00621525816542,4.25922335970248,3.86639314799629,4.14271286265842,5.56748042214184,5.49648336297998,4.90200697609507,4.64785445896029,4.6164435038882,5.8405051145397,4.7322078449013,5.65824047623581,4.67248939521301,4.77482022598547,5.06971655166834,1,2,4
4.28986983051476,6.52943696603925,5.16975871926086,5.02755846509775,7.14016660391774,6.36840288024384,5.03877782947992,6.55508537847053,6.3966461683192,7.24335431144932,7.05637547691655,6.1067281833726,6.56343745789447,7.28250887280494,7.41023210626049,7.18580882701264,7.02388770295964,6.55376205556589,6.79776102984504,6.32332620707811,1,2,3
1.27018949395304,1.22804775013568,2.86270019272278,3.24105274658349,2.64254112547099,3.07962795669182,2.18053386353685,1.55284696123077,3.10213091935457,7.11212814894955,3.79888382876554,5.54911088287391,4.34436801015169,1.83543859371184,3.00575445958797,2.73980738975139,3.46680260657782,2.06390437972487,2.69342869826783,2.92459551072744,5,3,4
0.385700666304221,-0.0118525747660751,3.1236902062043,1.75070006314178,0.721730266602062,1.18305667448744,0.55924494850361,0.0431411354005241,2.33183258293534,4.67251111643517,2.21211712299296,3.68238366503372,2.24351299472431,1.48495461713822,2.41109135028417,0.831663676351342,3.99582430780674,1.02289198562216,1.80667236202061,2.70197244977707,4,2,3
0.451550874989945,0.179333822997917,2.53637465317001,1.86510300934592,0.844263227849515,1.4300575284657,0.760587262600122,0.393099003710262,1.88006240582987,3.9720801340919,2.24085402940589,3.16520960728231,2.65351516992526,1.45251549751082,1.89986167009878,1.1284327958333,3.41279328725302,1.06699737077141,1.75243053816929,2.574623704987,4,3,4
0.526108000065214,0.272806380014478,2.81085691487409,1.69926334641107,0.892331485740316,1.24737901400332,1.00693575830822,0.644148235598517,1.93414501928198,4.29451100503085,2.13453064596953,3.28224853191003,2.56885185144007,1.82082187010249,2.23240929316004,1.24319717525305,3.81778244249818,1.42701699334981,2.39291949844714,2.81511182023515,4,3,2
1.2602868357892,0.572485107794978,2.90939626850672,1.59905987010329,1.37939661669611,1.10337527731564,0.689418265277164,0.38600279905458,1.81496762221154,4.37919075761502,2.12392916111872,3.2709210933439,2.23024200598538,1.42574032124301,2.28678713551707,0.915242163787492,3.89744188121762,1.11764610032031,1.62980848756194,2.57408075124407,3,1,2
