X_selected1,X_selected2,X_selected3,X_selected4,X_selected5,X_selected6,X_selected7,X_selected8,X_selected9,X_selected10,X_selected11,X_selected12,X_selected13,X_selected14,X_selected15,X_selected16,X_selected17,X_selected18,X_selected19,X_selected20,Valence,Arousal,Dominance
3.07874444346692,4.64753829755313,2.83845455887298,2.72808161788361,5.61962460337857,3.30563333750191,3.10128755141878,2.63494341470045,3.84621284298673,2.97348754169838,2.99767987498823,2.50180379540386,2.43666525093391,2.92127859761248,3.06793450210443,2.57240302887579,2.52662152265677,2.31559321321519,4.47702681199402,2.47406145998514,4,3,2
3.0570140670835,4.15110093291967,3.60523333060101,3.456114050886,4.98946201652342,3.1012842503462,3.3002706431965,3.31795907813599,3.93293645054517,3.39825889998945,3.64612575302527,2.85855517157301,2.62434089975286,2.91551784871324,3.35377738696544,3.13594518563152,3.05793132521199,2.94410363372595,4.23430114602957,2.54976744596979,3,3,1
3.77588276842858,4.33254588441132,3.94471434011889,3.8217151059716,4.91851404768901,3.73577873183472,3.87309436021271,3.67050703243356,4.0861119096425,3.68039955091067,3.77084320443567,3.88135540071031,3.78642226474045,3.16465703993,3.76351156044524,2.51508323447703,3.62864270261009,3.41360961462344,4.1658320652752,3.13607557441581,5,4,4
2.07496184614969,4.0045821593229,2.21931106757334,2.43818203562764,4.41957510806386,2.95869751142494,2.45808864478389,2.35556720554165,3.17181211848791,1.80085734059027,2.40654821496381,1.40307876585201,1.15361670496951,1.73432621129325,2.22521974739256,1.1895175411166,1.74831722462675,1.67848997282174,3.84351960227914,1.67678730643791,4,3,2
3.94176112798604,5.08941504026407,2.95068448207258,2.91731517613643,5.06090076915249,2.95479710460181,2.79128443630989,2.89139754091628,3.37964536693731,2.96051224164537,2.81728210576611,2.06070876391283,2.27961526646026,2.45301232974864,3.15420965779436,4.23909837353796,2.29326649481883,3.15007582479456,3.92566715365407,2.37779300536541,4,4,4
7.82581067053096,7.51079412362295,7.74478795755623,7.8145796835139,7.72265547050613,6.54286547893551,6.88411058875551,6.96908346841419,7.4647138985472,7.42032882993165,7.5113133284325,6.80157470780847,7.8294259254311,7.33897383950158,7.64785776372426,7.33659853739533,7.0208567587437,6.52962536624004,7.12598383611228,7.22763889320723,1,2,5
4.52938623431647,5.10243853450749,4.3827678198555,4.06196504981704,5.56823459945376,3.84668600433413,4.30566313875974,3.99730599298998,4.45827767149168,4.49943465396189,4.56550693659294,4.73970152280697,4.50823840428048,4.23029662314107,4.10718422728998,4.30858863503493,4.72895366690248,4.00302713785566,4.93259471933072,4.11355853160014,5,4,4
4.94575160683787,5.35328067664315,4.77080143226569,4.47113983661792,5.49648336297998,4.00621525816542,4.46665257990594,3.89822137901633,4.59187425063289,4.39561263376382,4.82034330027281,4.47893260296265,4.86838935455453,3.33049486560934,4.62327129190044,4.25922335970248,4.67248939521301,4.23887318582312,5.18386248747502,3.2999998976797,1,2,4
6.92683448555757,7.19398023165252,6.11279689985394,6.04730687566582,7.05637547691655,6.36840288024384,6.68041061884037,6.62758400468302,5.02755846509775,6.3248456429437,6.03482684566173,6.05940371005164,6.13092260450466,4.28986983051476,6.82880278462055,5.03877782947992,6.55376205556589,6.52457115437037,6.8340534441698,6.52943696603925,1,2,3
2.62243044161996,2.89063086518918,2.17942909630265,3.7001963243675,3.79888382876554,3.07962795669182,1.7866881200869,2.98147401847594,3.24105274658349,1.49439003225553,2.262066524842,1.7018110776733,1.52573537967691,1.27018949395304,2.20014710866615,2.18053386353685,2.06390437972487,1.58155311433665,2.89407345425045,1.22804775013568,5,3,4
2.0433464692106,2.59009149367006,1.96930080991873,2.74472325907767,2.21211712299296,1.18305667448744,1.53894900266111,1.95645597966407,1.75070006314178,1.58522755126524,1.55887888236801,0.843454200011496,1.41814004469424,0.385700666304221,1.97769368938859,0.55924494850361,1.02289198562216,0.790990968979168,2.57930342011417,-0.0118525747660751,4,2,3
1.68080547796397,2.21626838474182,1.77440641070169,2.32024475411587,2.24085402940589,1.4300575284657,1.74453087403828,1.7306562811336,1.86510300934592,0.903672872538388,1.64031465189611,0.983700624103375,1.37561674698256,0.451550874989945,1.52068053836505,0.760587262600122,1.06699737077141,0.648795570392002,2.08021817110318,0.179333822997917,4,3,4
1.81190554867904,2.78273085896781,2.29847804721335,2.40142758701557,2.13453064596953,1.24737901400332,1.85876153773473,1.78358426349688,1.69926334641107,0.909666356624493,1.50556421853549,1.70572081718766,1.43440524794508,0.526108000065214,1.6729294504348,1.00693575830822,1.42701699334981,0.579993274864616,2.27050766143254,0.272806380014478,4,3,2
1.83466727133581,2.95289381347564,2.2942641897894,2.26228068409216,2.12392916111872,1.10337527731564,1.7316602764608,1.58042426075153,1.59905987010329,0.971758950215925,1.60628440311511,0.97562560779874,1.47402897327825,1.2602868357892,1.78692580027316,0.689418265277164,1.11764610032031,0.502017747774198,2.41165576689161,0.572485107794978,3,1,2
1.98828384874494,2.97331037278654,2.26296729124649,2.05138389153418,2.0490725647489,1.10995564155966,1.57533454849074,1.44876336694266,1.61862429213206,0.802493018850234,1.65701273193303,1.0122204475262,1.55756031569733,0.598149029626025,1.61062828280082,0.657713898757508,1.07665489685387,0.493922371669736,2.27446582639323,0.186454985364788,2,5,5
1.78117453651651,2.54084587762819,1.99096530197862,2.26731521563288,2.15114031599839,1.27205109605487,1.6745301941311,1.57096301773579,1.81695537820543,0.972350364690634,1.39214831778412,1.10773270838012,1.66381692213966,0.940772551622264,1.5872425291775,2.06461343105618,1.02841873532706,0.612028439737567,1.8504964352054,0.518166196005007,3,2,2
2.30449523958017,3.21022464575241,2.41376506360378,2.27498756140337,2.46669545764052,1.41990687053083,1.84828406588771,1.53370050581657,1.74799959944949,0.970491611817331,1.63685909957105,0.949604503829738,1.76390571969789,0.77791432863778,1.83169327376061,0.914659160114769,1.01362937370383,0.632325119936485,2.61482693259361,0.438351039939973,1,2,5
1.80966916748561,3.04976457319191,2.56751725184332,2.17542235688085,2.033830858593,1.11547929960794,2.05397019267467,1.45380768337346,1.67749076834531,1.0472841532699,1.61463524196554,1.127713403039,1.67580338313646,0.809873318369647,1.8057131480216,0.883548597053789,1.09963441054156,0.562915841080402,2.34731784454393,0.516062960739093,3,5,5
3.72036759366272,3.79233903407978,3.45708043537313,3.72935001967472,8.5970002383516,7.58413460123694,2.90241413341527,3.25315213670057,8.18244462213314,3.00926464102368,3.08529965809841,3.17548028120066,3.36202135923943,3.41789859260279,3.48340287158158,3.34409862747885,4.66457229170052,2.88196465393009,3.89274592635649,2.97802995621886,3,2,2
2.65664988399453,3.0617896355314,2.80500951121709,3.07373368219618,7.08661935239058,6.14794169128035,2.4120743344609,2.64612025552736,6.67677599348946,2.36664812539302,2.3371699455878,2.89718741149548,2.26498316897656,2.19330332793937,2.6775961553371,2.21583226826301,4.20277198961849,2.13744983610182,3.23136640690216,1.86792411228855,2,4,3
3.13431140282134,3.53171682022312,3.13893970913532,3.73850159651073,7.91046506850089,6.86014161512178,2.77804643305438,3.0698160349614,7.40894152855909,2.67296184892459,2.81584325097393,3.04687627978571,2.72847699905426,2.71661938757065,3.08510311069038,2.64656017553741,2.85058625390754,2.50780919593278,3.45062768221309,2.329994784183,5,5,4
2.99402323345201,3.2977502688814,3.01562382529709,3.40192915438369,7.62098743593738,6.653988631043,2.437949055629,2.83118374677509,7.45447751244255,2.58767800317889,3.01675436220913,3.35176237987053,2.80425919908167,2.84658013454268,3.08748230131162,2.69399752754965,2.63378829210522,2.49476674936121,3.32600385273829,2.39987236128863,1,5,4
